WELL ID,WELL NAME,APPROXIMATE LATITUDE,APPROXIMATE LONGITUDE,CHEMICAL,QUALIFIER,RESULT,UNITS,DATE,DATASET_CAT,DATASET,COUNTY,RB,GW_BASIN_NAME,ASSEMBLY,SENATE
GASD00000934,SD 934,33.208,-116.742,PCE,<,0.5,UG/L,12/18/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000928,SD 928,32.967,-116.801,PCE,<,0.5,UG/L,1/21/2009,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000884,SD 884,32.801,-116.767,PCE,<,0.5,UG/L,6/12/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000850,SD 850,33.018,-116.81,PCE,<,0.5,UG/L,5/6/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000907,SD 907,32.834,-116.73,PCE,<,0.5,UG/L,12/3/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000922,SD 922,33.277,-116.885,PCE,<,0.5,UG/L,12/11/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,75,38
GASD00000943,SD 943,33.196,-116.741,PCE,<,0.5,UG/L,12/18/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000933,SD 933,32.787,-116.826,PCE,<,0.5,UG/L,1/6/2009,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000815,SD 815,33.045,-116.854,PCE,<,0.5,UG/L,5/7/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000926,SD 926,33.056,-116.629,PCE,<,0.5,UG/L,12/16/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000860,SD 860,32.956,-116.972,PCE,<,0.5,UG/L,6/5/2008,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,9,NO BASIN FOUND,71,38
GASD00000947,SD 947,33.223,-116.32,PCE,<,0.5,UG/L,1/20/2009,WATER SUPPLY (WELLS),GAMA,SAN DIEGO,7,BORREGO VALLEY (7-24),71,38
